City,Attack,Target
Mosul,3,3
Basra,3,3
Mogadishu,3,2
Mogadishu,2,3
Sithankerni,3,4
,3,3
Les Issers,3,3
,2,14
Mosul,3,1
Baghdad,3,14
Um al Dibaben,3,14
Kabul,6,12
Unknown,2,14
Mannar,9,15
,2,1
Sinjar,3,14
West Derby,3,8
Jaffna,3,3
,2,3
Chunnakam,3,3
Gereshk,3,1
,3,8
Ninawa,3,4
Male,3,18
Kabul,3,4
,2,14
,2,4
Kabal,3,8
Mosul,2,2
Tinsukia and Doomdooma,3,14
Tanyongmas,3,4
Doodooma,3,14
Bannu,3,3
Tanyongmas,3,2
Tanyongmas,3,14
Tanyongmas,3,14
Waeng (District),3,1
Palukasamoh,3,4
Bacho (District),3,2
Tinsukia,3,3
Dibrugarh,3,1
Mosul,3,8
Yusufiyah,3,14
Basra,2,3
Mosul,6,14
Bannu,3,3
Gentar Ahnif,3,19
Vavuniya,3,4
Izmir,3,14
Izmir,2,14
Kabul,3,19
Khash,2,14
Khalis,3,3
Riyadh,3,14
Jalawla,3,1
Suwayra,2,2
Baghdad,3,3
Baghdad,3,3
Baghdad,3,14
Hilla,2,3
Hamza Al-Gharbi,3,19
Unknown,3,19
Baghdad,3,7
Khalis,2,14
Baghdad,3,14
Baqouba,3,14
Tikrit,2,3
Kirkuk,3,3
Ifach,2,2
Iskandariya,2,14
Fallujahh,3,14
Mir Ali,3,20
Mogadishu,2,4
Mogadishu,2,3
Tal Afar,3,14
Riga,3,2
Iskandariya,3,2
Kut,2,3
Baghdad,3,19
Baghdad,3,14
Baghdad,3,4
Baghdad,3,14
Baghdad,3,19
Iskandariya,2,3
Basra,2,8
Basra,2,8
Dellys,3,3
Birgunj,3,1
Mogadishu,2,4
Kidapawan City,3,14
Mogadishu,2,14
Sangin (District),3,14
Latifiyah,3,19
Khost (Province),3,3
Salman Bak,3,14
Yayji,2,3
Mahaweel,2,4
Riyadh,3,3
Kirkuk,3,3
Kirkuk,3,14
Kirkuk,3,3
Baghdad,3,3
Montevista,2,2
Baghdad,3,3
Baghdad,3,7
Dilja,3,3
Baghdad,3,14
Baghdad,3,3
Baghdad,3,7
Hawija,3,3
Alam,3,3
Baghdad,3,3
Baghdad,3,14
Kirkuk,2,14
Unknown,6,18
Souma,3,4
Tigzirt,3,3
Bakuliya,2,2
Sakhuwa,6,2
Mogadishu,2,3
Peshawar,3,1
Baiji,3,3
Baiji,3,2
Tuz Khurmato,3,14
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Kirkuk,2,3
Kirkuk,2,3
Baghdad,3,14
Basra,2,2
Hawja,2,3
Bilbao,3,2
El-Kennar,2,4
Khuttapipradhi,2,14
Tal Afar,3,14
Baghdad,3,4
Baghdad,3,14
Baghdad,2,19
Baghdad,3,1
Baghdad,2,19
Mosul,3,22
Sulaiman Bek,3,14
Diwaniya,2,3
Hawija,3,3
Ajmer,3,14
Baghdad,3,1
Srinagar,2,3
Dangiwachi,2,4
Karak,3,1
Karak,3,1
Kirkuk,3,3
Mosul,3,22
Mosul,2,2
Tuz Khurmato,2,3
Baghdad,3,3
Baghdad,3,14
Ghalanai,6,14
Myawaddy,3,14
Gereshk,3,3
Baghdad,3,3
Beled Weyne,2,3
Tuz Khurmatu,3,14
Kut,2,3
Baghdad,3,14
Spin Boldak (District),3,3
Kirkuk,3,3
Kirkuk,3,3
Kirkuk,2,4
Dhaya,3,4
Ludhiana,3,1
Riyadh,2,10
Baghdad,3,19
Al-Baghdadi,3,3
Hashimiyah,2,2
Jurf Al-Sakhar,3,14
Baghdad,2,10
Sari,2,2
Zubair,3,21
Beni Amrane,3,20
Maidanshahr,2,4
Baghdad,3,1
Thalgasmankada,2,4
Diwaniyah,3,4
Yathreb,3,2
Thoddaveli,2,3
Bandarikulama,2,3
Dera Bugti,3,21
Shindand ((District)),3,8
Shindand ((District)),3,8
Ataco (Municipality),2,2
Baghdad,3,4
Baghdad,3,14
Ruso ((District)),3,19
Santiago,3,21
Mosul,3,3
Baqouba,3,14
Toledo (Municipality),1,2
Tacurong,3,1
Baghdad,3,14
Karachi,2,2
Basra,2,8
Baghdad,1,2
Muang ((District)),3,4
Al-Safra,3,21
Baghdad,3,15
Shirqat,3,14
Shindand ((District)),3,8
Iskandariya,3,19
Duluiyah,3,15
Salarzai,3,8
Kirkuk,6,14
Kirkuk,6,14
Iskandariya,3,3
Hilla,1,2
Manila Makati,3,1
Baghdad,3,14
Baghdad,3,14
Los Angeles,7,13
Miranshah,3,8
Dera Bugti,3,19
Belot,2,2
Inayat Kalley,2,2
Iskandariya,3,14
Karbala,3,4
Al-Saqlawiyah,3,3
Baghdad,3,14
Unknown,3,1
Daglica,3,2
Iskandariya,3,14
Mosul,2,3
Mosul,1,4
Mosul,2,14
Mogadishu,3,4
Negev (Desert),2,14
Kut,1,14
Puerto Asis,2,2
Baghdad,6,10
Kirkuk,3,14
Baghdad,3,14
Baghdad,3,14
Iskandariya,2,14
Baghdad,3,4
Eskansariyah,3,14
Mosul,3,19
Mogadishu,3,4
Saliyapura,3,4
Kanniya,3,14
Lamai,2,14
Tombon Bango Sato ((District)),2,14
Bafra (Oil Field),6,1
El Diamante,1,2
Sderot,2,14
Khasavyurt,3,19
Makhachkala,3,14
Al-Ahnaf village,6,1
Kirkuk,3,2
Baghdad,3,3
Baqouba,3,19
Baghdad,3,3
Baghdad,2,3
Kirkuk,3,14
Khost (Province),3,2
Mogadishu,3,19
Jisr Diyala,3,19
Ariel,2,14
Baqouba,2,14
Yaha ((District)),2,14
Baghdad,3,3
Baghdad,3,14
Zaghanya village,2,14
La Perezosa,3,21
Hilla City,3,14
Sai Buri ((District)),2,14
Afgoye ((District)),3,2
Khalis,3,14
Suwayra,2,14
Iskandariya,3,14
Mingaora,3,20
Unknown,2,14
Patthargadha-5,6,14
Chapena-9,6,14
Matta,2,3
Matta,6,14
New York City,2,7
Buenaventura,3,4
Kirkuk,3,13
Iskandariya,3,3
Kirkuk,3,3
Kirkuk,3,3
Hawija,2,14
Muqdadiyah,3,2
Buhriz,3,14
Muqdadiyah,3,14
Dagghara,3,3
Hilla,3,14
Thambaraweva,6,14
Unknown,6,14
Pipariya Dostiya,2,14
Dhodhana,6,14
Muqdadiyah,2,14
Chilkhari,2,14
Rangae ((District)),3,1
Jisr Diyala,3,1
Lugait,2,2
Boda,6,14
Al-Zubair,1,2
Basra,1,2
Kut,2,3
Saida,6,3
Kirkuk,3,3
Al-Khalis,2,3
Muqdadiyah,3,14
Baghdad,6,2
Kirkuk,3,19
Peshawar,2,7
Izmit,3,2
Basra,2,2
Sherkhanchak,2,17
Baghdad,3,14
Baghdad,3,4
Mosul,1,3
Kut,2,14
Hawija,2,3
Biratnagar,3,1
Dhansirighat,2,14
Baqouba,3,3
Siniyah,3,3
Silvino Lobos,2,2
Lashkar Gah,3,3
Kirkuk,2,3
Baghdad,3,19
Mosul,2,14
Baghdad,2,14
Fallujahh,2,3
Baghdad,3,14
Tikrit,3,14
Baqouba,6,8
Kufa,2,14
Baghdad,2,14
Unknown,2,14
Baghdad,3,3
Zubaidiya,3,3
Baghdad,3,19
Kirkuk,2,1
Baghdad,3,19
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Sungai Kolok,3,1
Baghdad,3,14
Sderot,2,14
Shariff Aguak,3,2
Penington (Estuary),2,4
Sargodha,3,4
Charabagh,5,3
Baghdad,3,14
Alokolum,2,13
Beled Weyne,3,2
Basra,3,3
New Delhi,3,13
,3,2
Muslih,7,4
Khasavyurt,2,3
Mula Gujar,3,4
Birgunj,3,1
Rutba,3,2
Guwahati,2,4
Mananwatta,3,1
Peshawar,3,1
Charwarkhel,2,14
Bakwah ((District)),7,2
,3,3
San Fernando,3,21
San Mariano,1,2
Chhattisgarh,2,3
Nelegh,3,14
Shali,3,4
Dolo,3,4
Farol,7,14
Ban Santhi,3,14
Matta,5,3
North Cachar Hills (District),2,14
Mogadishu,7,3
Banda (Area),7,4
Sorbung,3,14
Imphal,3,1
Colombo,2,3
Chawk-e Zoghala,7,3
Baghdad,1,2
Vienna,7,13
Bannang Sata,2,14
Khak-i-Safid,7,2
Pattani,2,14
Pattani,2,14
,3,4
Sederot,3,20
Yala,7,21
Gudaly,3,3
Kupwara,2,4
Mosul,3,3
Navaldi,3,14
,3,4
Zoniana Milo,2,3
Parachinar,7,3
,3,2
Yandare,7,1
Mogadishu,3,4
Khost (Province),3,14
Sederot,3,14
Lahan,3,1
,2,14
,2,2
,2,14
Pattani,2,4
,3,21
Patnitala Upazila,7,14
Thai,2,14
Mogadishu,3,3
Miranshah,3,4
Baghdad,3,14
Rashad Village,6,8
,3,4
Buynaksk,2,4
,3,3
Mogadishu,7,2
Asiatia,3,3
Riverine Area,6,2
Baghdad,3,3
Miranshah,3,4
Mogadishu,2,3
Baladweyn town,3,3
Gaza City,3,1
Mlzay,7,4
Shembeko,7,2
Karachi,2,1
Baghlan,3,14
Matta,7,2
Uzuncayir,2,4
Yala,3,14
Rusoh,2,8
Janakpur,2,14
Shajoy,2,19
Chaparhar (District),3,3
Masul,1,2
Mosul City,2,3
Razmak,6,4
Mogadishu,3,4
Patan,2,4
Ghalibiyah,3,4
Gereshk,2,2
Hashimiyat,3,3
Koh Mak,2,14
Peshawar,3,1
Port-au-Prince,2,10
Banja Luka,3,14
Madyan,7,4
Nandigram,7,17
Gaza City,7,2
Caracas,2,8
Tuusula,7,8
,2,14
Kirkuk,3,2
,7,21
Basra,3,3
Baghdad,3,3
Bannang Sata,3,4
Yala Town,2,14
Lviv,2,8
Ordzhonikidzevskaya,2,3
Londonderry,2,3
Narathiwat,2,2
Yala,2,14
Shajoy,1,2
,2,4
,2,2
Mogadishu,2,4
Mangajek ((District)),7,2
Shindand ((District)),3,8
Shajoy,2,3
Tank,2,14
Mosul,3,2
Baqouba,2,3
Fallujahh,3,3
Basra,3,8
Mogadishu,3,2
Ruso ((District)),2,14
Shangla Hills,7,3
Khwazakhil,7,3
Karabulak,2,3
Sederot,3,14
Owerri,2,13
,7,2
Pelindaba,7,21
Djanet,7,21
Kolpur,7,21
Dashat,7,21
Peshawar,3,2
Kabal,3,4
Padaviya,3,4
Pokrovskoye,2,3
Gaza City,3,1
Khalis,2,14
,3,3
Mahmara,3,21
Agadez,2,4
Narathiwat,2,14
Bannang Sata,2,14
Kirjan,5,3
Nipa,5,3
Gumbat,7,2
Gumbat,3,1
Lushebere,2,14
Dojemah,3,14
,3,3
,2,14
Qalat,7,3
Manila,2,2
Katagamuwa,3,14
Baghdad,3,14
Mosul,3,19
Baqouba,2,3
Baqouba,2,14
Risalpur,3,4
Dera Ismail Khan,3,3
Qalat,2,3
Bara,6,22
Borujerd,5,15
,3,21
Maheshpur,2,14
Kabbal,7,4
Newry,3,14
Ogulveren,6,14
Ghazni,7,3
Zubair,5,15
New Delhi,1,17
Bala Morghab,7,3
Mogadishu,3,2
Maatkas,3,3
Gozara (District),2,14
Archi ((District)),1,2
Kudhar Naka Bunjwah,6,2
Hubbi,2,14
Gaza City,3,14
Gaza City,3,14
Erez Crossing,3,1
Nomzamo,1,2
Abu Maria,2,2
Kurchaloy,7,14
Banday,6,14
Nairobi,2,10
Mogadishu,2,3
Dungannon,2,3
Baqouba,2,2
Tal Afar,2,2
Ibeno,7,1
Adwaniyah,7,4
Adwaniyah,7,4
Qadir Kam,2,14
,2,14
,2,14
Miranshah,3,4
Hilla City,2,14
Iskandriyah,2,3
Crissier,2,14
Nazran,2,1
Dalakovo,2,2
Tikrit City,3,3
Tikrit City,3,14
Nazran,2,14
Nyaruhongoka,7,14
Bitare,7,14
Bijapur ((District)),2,4
,7,4
Manila,3,2
Baghdad,3,15
Baghdad,3,3
Buhruz,3,14
Kirkuk,2,3
Batkhela,3,4
Salcahuasi,2,3
Shaheed Hasas ((District)),2,14
Raman,2,14
Nongchik,2,14
Alpuri,7,2
Eidgah,2,3
Saudabad,2,3
Mugunga,2,4
Baqouba,3,4
Baqouba,3,3
Mandaue City,2,1
Sahib Khan Village,1,2
Peshawar,3,1
Adina,3,8
Ghorian ((District)),6,1
Mogadishu,2,3
Mueilha,3,14
Baghdad,3,4
Mueilha,3,14
,6,14
Basra,3,14
Srinagar,1,2
Sayed Karam ((District)),2,8
Dushanbe,3,2
Sugai Padi ((District)),2,14
Ra Ngal ((District)),2,14
Pokrovskoye,2,3
Ordzhonikidzevskaya,1,3
Gudermes,2,3
Ajaccio,7,2
Olmeto,3,14
Bomadi,7,3
Kohat,3,1
Kohat,3,1
Khuzdar,3,13
Baghdad,3,3
Baghdad,2,8
Baghdad,3,14
Baghdad,3,14
Kirkuk,3,3
Ajeem,3,14
Tala Abass,3,14
Saidgi Village,3,4
Bekakhel,3,4
,7,21
Pokrovskoye,2,3
Cangas,3,1
Waeng ((District)),3,14
Waeng ((District)),3,14
Waeng ((District)),3,14
Waeng ((District)),3,14
Mogadishu,3,4
Jalai ((District)),3,3
Baghdad,3,13
Unknown,3,3
Unknown,2,14
Shahark ((District)),6,3
Zahri ((District)),2,14
Sayed Karam ((District)),1,14
Imphal,3,1
Amarah,1,3
Mogadishu,1,2
Izmir,3,2
Unknown,2,14
Unknown,2,14
Unknown,3,2
Grozny,2,2
Zvecan,1,2
Dehrawud ((District)),2,14
Sderot,3,14
Western Negev (Region),3,14
Mogadishu,2,4
Bogota,3,4
Baghdad,3,14
Baghdad,3,3
Unknown,2,14
Kabul,2,3
Unknown,2,14
Cotabato City,3,14
Samarra,2,4
Grozny,2,3
Mogadishu,1,2
Qabatiya,2,4
Mogadishu,3,4
Dewangunj,3,14
Dehrawud ((District)),2,3
Baghdad,3,2
Baqouba,3,4
Mosul,3,3
Tikrit,3,3
Baghdad,3,1
Basra,2,3
Baghdad,3,8
Baghdad,3,14
Peshawar,3,19
Amarah,2,3
Al-Riyadh,6,14
Baqouba,3,14
Mogadishu,1,2
Jhenaidah ((District)),3,19
Ghowrian (District)),2,3
Parachinar,2,13
Unknown,2,3
Dishu ((District)),2,14
Kedumim,2,14
Kissufim,3,14
Zaranj,3,2
Fallujahh,3,3
Netiv Ha'asarah,2,14
Nagwai,6,2
Bannu,6,2
Naryab,3,16
Unknown,6,1
Unknown,6,12
Purulia ((District)),1,22
Baqubah,3,20
Zaghaniyah,2,3
Krong Pinang ((District)),2,14
Sada (Village),3,14
Shkashim ((District)),2,12
Darra Adam Khel,2,14
Sangin ((District)),6,1
Unknown,2,3
Mogadishu,2,4
Baiji,3,3
Jenin,3,14
Baghdad,3,14
Baghdad,3,14
Baghdad,2,2
Zighania,2,14
Unknown,2,14
Baqubah,1,2
Krong Pinang ((District)),2,14
Unknown,3,1
Qala-i-Zaal ((District)),2,3
Baghdad,2,14
Baghdad,2,14
Lakhisarai ((District)),3,19
Kulgam,1,14
Ghazni city,2,3
Kajori,3,4
Popayan,3,2
Dangam,3,3
Unknown,3,4
Baghdad,3,3
Ranya city,3,1
Khalis,3,14
Muqdadiyah,2,17
Ramadi,3,2
Kut,2,3
Muqdadiyah,2,3
Swat ((District)),3,4
Unknown,2,2
Sderot,3,14
Kissufim,3,4
Muang ((District)),2,2
Hawr Rajab (Village),2,14
Baghdad,3,2
Baghdad,2,10
Kidapawan,3,14
Kufa,2,14
Yousfkhel ((District)),2,3
Mandar,3,1
Unknown,6,2
Atghar ((District)),3,3
Makhachkala,2,2
Baghdad,3,19
Baghdad,3,3
Baghdad,3,3
Mosul,3,3
Al-Kubat (Village),2,14
Al-Kilaeat (Village),2,14
Elkhotovo,3,19
Baghdad,3,14
Arghandab ((District)),2,3
Unknown,2,3
Mosul,3,3
Mosul,7,19
Musayyib,3,14
Mosul,3,3
Balad,3,3
Balad,3,15
Jalawla,2,14
Unknown,2,14
Barkali Khwar (Area),3,13
Bacda (Area),2,4
Pesalai,2,4
Lucknow,3,2
Varanasi,3,2
Faizabad,3,2
Rawalpindi,3,2
Rawalpindi,3,4
Paghman,3,4
Unknown,3,3
Mannar ((District)),3,4
Batticaloa,3,3
Unknown,2,14
Unknown,2,14
Sderot,3,14
Mosul,3,3
Mosul,2,14
Khan Younis,3,4
Mokokchung ((District)),3,2
Hilla,2,14
Baghdad,3,3
Mogadishu,3,4
Baghdad,3,1
Guwahati,3,14
Dera Bugti ((District)),7,21
Mazari Godh (Area),7,21
Bethlehem,6,10
Tinsukia,3,14
Tinsukia,3,14
Tinsukia,3,14
Mir Ali,3,4
Klonghua,2,14
Baidoa,3,3
Quetta,3,3
Puerto Rico,3,4
Baghdad,3,8
Baghdad,3,14
Kut,2,3
Kut,2,14
Bannang Sata,3,8
Unknown,6,13
Tikrit,2,2
Basra,3,13
Musayi ((District)),3,14
Baghdad,3,14
Unknown,2,14
Al-Hillah,2,14
Baqouba,2,17
Muqdadiyah,2,17
Jaffna,2,14
Unknown,2,14
Raman ((District)),2,14
Ruso ((District)),2,14
Ingil ((District)),2,2
Mannar ((District)),3,8
Mahawilachchiya,2,14
Sher Badahur (Village),7,8
Jaghato ((District)),2,14
Puerto Rico,2,3
Unknown,3,4
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Aziziyah (Village),3,14
Al-Hawijah,2,3
Baqouba,3,3
Umrangso,2,14
Baqouba,3,4
Bonny,2,3
Asha,3,19
Jalai ((District)),3,19
Unknown,3,2
Baghdad,3,4
Mosul,3,14
Mogadishu,3,4
Kalalpitiya,3,21
Colombo,3,2
Unknown,3,14
Unknown,3,1
Unknown,3,1
Unknown,3,1
Unknown,3,1
Unknown,3,14
Rueso ((District)),2,3
Khogiani ((District)),2,3
Dwamanda ((District)),2,8
Panjgoor ((District)),2,4
Mund,3,14
Bordumsa,3,3
Unknown,2,14
Mosul,2,3
Mosul,2,3
Unknown,3,14
Colombo,3,1
Miran Shah,3,4
Dantewada ((District)),3,4
Deh Sala ((District)),2,3
Baghdad,3,19
Kirkuk,1,2
Batticaloa,2,14
Bor,2,12
Farah,2,3
Baghdad,3,19
Al-Salam (Village),3,14
Baghdad,1,2
Valencia,3,13
Hibhib,1,3
Baqouba,3,3
Muqdadiyah,3,14
Baqouba,3,14
Baghdad,3,14
Bamo (Village),3,4
Hawijah ((District)),1,2
Unknown,2,13
Shirqat,3,3
Baghdad,3,14
Khalis,2,3
Mogadishu,3,1
Kala-Bayr (Village),2,4
Hibhib,3,14
Gulistan ((District)),2,14
Karbala,3,14
Thavasikulum Village,2,14
Amarah,6,8
Shamilkala,3,3
Baghdad,3,13
Capbreton,1,3
Dwailiyah,2,14
Baghdad,3,14
Baghdad,3,3
Al-Najaf,3,20
Baqubah,3,4
Al-Iskandariyah,2,15
Mogadishu,3,4
Baghdad,3,7
Baghdad,2,3
Baqubah,3,3
Mogadishu,3,4
Ghorghory,3,3
Mosul,3,3
Baghdad,1,2
Samarra,1,2
Qilla Saifullah,3,8
Al-Hawijah,1,2
Lashkar Gah,2,4
Pattani,3,1
Unknown,2,11
Kabul,3,12
Peshawar,3,4
Baghdad,2,2
Jawatta,3,2
Istanbul,2,10
Abhimanapura,3,19
Baghdad,3,15
Baqubah,3,14
Mosul,3,14
Kabul,3,4
Kirkuk,3,4
Kilaly,2,4
Paris,3,1
Baghdad,3,14
Baghdad,3,14
Baghdad,3,14
Qara Tapa,2,4
Riosucio,2,14
Yala,2,14
Dera Bugti,3,4
Narathiwat,2,14
Albuquerque,7,5
Muqdadiyah,3,14
Mansouraiyat Al-Jabal,3,4
Unknown,2,3
Wasiti,2,14
Baghdad,2,3
Mogadishu,2,17
Unknown,2,3
Pacae,2,14
Sagin,1,14
Khuzdar,2,3
Delaram (District),2,2
Ajaccio,3,14
Algiers,3,1
Baiji,3,3
Baghdad,3,14
Baghdad,3,3
Baghdad,2,3
Xamar Jajab,2,3
Nasirabad,2,22
Jolo,3,2
Peshawar,3,4
Bakhsh Abad,2,4
Unknown,3,4
Unknown,3,3
Mosul,3,2
Mingoli,3,3
Mengawara,3,3
Kamra,3,8
Santiago,3,1
Baghdad,3,3
Askar Kot,2,4
Ningwalai,3,4
Baghdad,3,3
Baghdad,3,3
Kamra,3,14
Qoryoley,3,8
Matta,3,3
Baghdad,3,3
Kandahar (Province),2,4
Baghdad,3,3
Baghdad,3,4
Baghdad,3,3
Buhruz,2,3
Algiers,3,2
Algiers,3,7
Panjwayi,3,4
Baghdad,3,1
Baghdad,3,3
Yarze,3,4
Vaishali,2,2
Mogadishu,3,2
Mimsarah,2,4
Baghdad,3,14
Amarah,3,14
Miranshah,3,4
Khon Kaen,3,4
Kandahar (Province),3,4
Saddar,2,3
Chuquisaca,2,14
Mogadishu,3,14
Narathiwat,3,4
Baghdad,2,14
Baghdad,2,8
Kot Kashmir,3,3
Jalalabad,3,7
Quetta,3,4
Gogrial,2,4
Unknown,3,19
Jolo,3,2
Naojan,3,19
Jaffna,6,12
Baidoa,3,4
Kubaibah,1,17
Nowshera,3,4
Kabul,3,3
Kabul,2,4
Ramat Gan,6,14
Unknown,2,22
Santa Cruz,3,2
Kabul,3,3
Nowshera,3,1
Baghdad,3,3
Halgan,2,4
Kabul,3,2
Unknown,6,4
Zadran Village,2,3
Iferouane,2,4
Unknown,3,1
Khost (Province),3,14
Kharsanay,3,8
Kohat,3,4
Tarin Kot City,3,14
Boosaaso,6,10
Mogadishu,3,4
Santiago,3,16
Anori Municipality,3,14
Toribio,7,3
Santiago,7,1
Kantalai,3,19
Kalyanpur,6,14
Santiago,7,3
Santiago,7,1
Santiago,7,1
Ajaccio,3,3
Ajaccio,3,2
Charsadda,3,15
Ramgunjsinwari VDC-1,2,2
Bak (District),3,14
Buenaventura,7,21
Ajaccio,3,3
Ajaccio,3,2
Mingaora,3,4
T�bessa,3,4
Manniyarkulama,3,4
Kalaiya,3,2
La Paz,7,2
Baqubah,3,14
Baiji,3,4
Bosasso,6,12
Ahnif,3,19
Thenia,3,3
Tala Mimoun,9,4
Lakhdaria,3,4
Lakhdaria,3,3
Rawalpindi,1,22
Vavuniya,3,19
Mogadishu,1,2
Mogadishu,2,7
Tampakan,2,1
Eldoret,5,15
Rampur,2,3
Khartoum,2,7
Port Harcourt,2,3
Colombo,2,2
Baghdad,3,14
Balad,2,3
Jalawlah,2,3
Al-Dhuluiya,2,14
,3,4
Dragas,7,1
South Waziristan Tribal Area,6,4
Munger Division,2,3
,3,3
Sderot,3,14
Kohe Safi,2,4
Pul-i-Alam,3,14
Qal'eh-ye Zal,3,3
al-Zab,3,4
Balamorghab district,2,3
,7,19
Purilia district,2,2
Burdwan district,2,2
Sungai Kolok district,3,1
Colombo,3,4
Baquba,3,3
Muqdadiyah,2,14
Baghdad,3,3
Basra,3,6
Samarra,2,1
Al Kut,2,3
Baghdad,2,14
,3,4
Naciria,3,3
Baghdad,3,4
Yaqoubi district,3,3
,9,4
Spin Boldak district,3,3
Istanbul,3,14
Kandahar City,3,4
Kissufim,3,4
Kefar Azza,3,14
Hyderabad,3,2
,2,3
Yakawewa,3,4
Baghdad,3,2
Baghdad,3,14
Baghdad,3,14
Diyarbakir,3,4
Shar Gholghola,3,3
Cotabato,3,1
Kulshi thana,3,3
Skopje,2,3
Sderot,3,14
Tarin Kowt,3,4
Unknown,2,14
Bannang Sata District,2,4
Unknown,3,4
Ogbogu,6,14
Malatya,3,1
Khost City,3,8
Khost City,3,4
Baydhabo,3,4
Gaza,3,14
Kipraen,2,14
Gaza,3,14
Mogadishu,6,7
Gaza,3,14
,3,4
Gaza,3,14
Jandola Frontier Region,7,4
Muqdadiyah,3,19
Baquba,3,14
Baghdad,3,4
Baquba,3,14
Baghdad,3,4
Wana,6,14
Kutaisi,7,2
Sambalpur district,7,2
Muhimbili,2,10
Baghdad,3,2
Baghdad,3,14
Baghdad,3,1
Mosul,3,15
Mosul,3,15
Mosul,3,15
Baghdad,1,15
Baghdad,3,4
Tikrit,3,4
Peshawar,3,1
Baghdad,3,14
Khalis,2,14
Mosul,3,15
Wana,7,14
Shakai,7,14
Wana,2,14
Hazratha,2,14
Kohat,7,21
Unknown,3,14
Khok Pho (District),2,14
Daggar,3,1
Beniboye,3,21
Buruto,3,21
Baghdad,3,14
Laghar Juy,3,4
Spin Boldak,3,3
Wana,2,14
Baghdad,3,2
Baghdad,3,14
Baghdad,6,14
Baghdad,3,8
Baghdad,3,1
Baghdad,3,1
Baghdad,3,14
Baquba,3,3
Kirkuk,3,10
Kabal,3,8
,3,4
Tank,7,14
Nad Ali District,3,14
Kabal,3,4
Mosul,3,3
Kirkuk,3,4
Tali,3,14
Tali,3,4
Killi Khuda Bakhsh,7,21
Ja-Ela,3,2
Naqoura,3,4
Baghdad,1,2
Baghdad,1,2
Baghdad,1,2
Medain District,3,3
Medain District,3,14
Baghdad,3,4
Jalwla,3,14
Unknown,3,14
Unknown,2,4
Niamey,3,10
Nesterovskaya,2,3
Hoarafushi,1,2
Colombo,3,14
Sarokey,6,4
,1,2
,2,4
,2,14
,3,4
Makhachkala,3,2
Tizi Ouzou,3,4
Colombo,3,2
Ramiliya,3,2
Rongsal,2,14
Bonny Channel,7,1
Unknown,3,4
Ajaccio,3,1
Lahore,3,3
Kabul,3,4
Heliwa,3,4
Birganj,2,10
Unknown,3,14
Unknown,3,14
Maiwand district,2,4
Nyaungbintha Village,3,14
Yangon,3,19
Lashkargah,3,3
Maiwand district,2,4
M�d�a,2,14
Karachi,3,14
Kabul,3,14
Unknown,3,14
Chanae district,3,4
Bagdad,2,2
Unknown,3,2
Vavuniya,3,4
Gaza City,2,14
Kabul,3,1
Beirut,3,7
Sederot,3,2
South Waziristan,2,4
Baghdad,3,2
Baghdad,3,14
Buttala,3,19
Yala town,3,14
Tawi-Tawi,6,8
Mogadishu,2,2
Karachi,3,14
Sand fill,3,2
Aker base,2,11
Pyinbonegyi,3,19
Montesorro,3,1
Istanbul,3,14
Baquba,3,15
Peshawar,3,15
Moriani,3,1
Mahadeva,6,14
Wadi Daw'an Desert Valley,2,18
Thanamalwila Village,9,14
Basra,2,1
Baghdad,3,14
Basra,2,14
Terai Plains,9,19
Tal Afar,3,14
Ramadi,3,3
Kirkuk,3,14
Sadr City,3,1
Balad,3,14
Tijuana,6,20
Wajihiya,3,2
Gorbaz District,3,14
Sederot,3,14
Sederot,3,14
Unknown,1,2
Gereshk District,2,4
Fallujah,3,14
Baquba,2,2
Baquba,3,14
Baghdad,3,2
Nepalgunj,6,2
Nepalgunj,6,1
Thimphu and Gedu,3,14
Hangu,2,14
Shabqadar,2,2
Samarra,2,14
Baiji,3,2
Athens and Salonica,3,1
Chaman,3,4
Beirut,3,2
Mosul,3,4
Sartene,3,1
Ashkelon,3,2
Tanout,6,2
Baquba,3,8
Sederot,3,2
Baquba,6,14
Bakwa District,7,9
Tikrit,2,14
Nazran,3,20
Nazran,2,2
Srirampur checkgate,3,14
Halfong,6,19
"Faktang, Chisapani and Devisthan Villages",2,3
Baghdad,3,2
Sargardan Square,3,1
Kirkuk,3,3
Wazir Dand area,3,3
Mosul,3,20
Doda District,6,2
Rangae District,3,4
Unknown,3,1
Baghdad,2,8
Port Harcourt,6,14
Mosul,3,3
Karbala,3,15
Na Pradu and Kok Phoe Districts,2,14
Matta Town,2,2
Kichana Village,6,2
Shuafat,2,14
Kfar Etzion,2,8
Cali,3,1
Grozny,2,3
Troitskaya,2,2
Kabithigollewa Village,2,14
Beirut,1,2
Der Area,3,4
Gikalo,2,4
Doaba,6,4
Shamalow,2,2
Salmas,2,3
Arlit,6,14
Rajbiraj,3,3
Lusignan Village,2,14
Kandahar,6,14
Mogadishu,3,20
Unknown,2,14
Musa Qala District,3,4
Karrada,2,8
Eve Leary,2,3
